Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;CE;FORTALEZA;M. MADALENA DISTRIBUIDORA DE COMBUSTIVEL LTDA; 04.934.167/0001-80;AV.GODOFREDO MACIEL;6380;;MONDUBIM;60762-120;GLP;05/12/2023;99,4;;R$ / 13 kg;LIQUIGÁS
CO;GO;LUZIANIA;AUTO POSTO G - 3 LTDA; 07.174.179/0001-42;AVENIDA ALFREDO NASSER;SN;QUADRA176                 LOTE  01;PARQUE ESTRELA DALVA II;72820-020;GLP;06/12/2023;100;;R$ / 13 kg;LIQUIGÁS
NE;MA;SAO JOSE DE RIBAMAR;MARINÊS T. KERLLER; 08.947.513/0001-16;ESTRADA DE RIBAMAR  KM  05;45577;QUADRA  08 - LOTEAMENTO  SÃO RAIMUNDO;FORQUILHA;65110-000;GLP;07/12/2023;94,99;;R$ / 13 kg;LIQUIGÁS
NE;MA;SAO LUIS;AUTO POSTO HP LTDA; 07.972.505/0001-67;AVENIDA TANCREDO NEVES;1;QUADRA08;SANTA EFIGENIA;65058-733;GLP;05/12/2023;95;;R$ / 13 kg;LIQUIGÁS
NE;MA;SAO JOSE DE RIBAMAR;NICOLAU DERIVADOS DE PETROLEO LTDA; 35.196.823/0007-04;RUA NOSSA SENHORA DA VITORIA;C -2;QD 103 LOT P VITORIA;TURU;65110-000;GLP;05/12/2023;95;;R$ / 13 kg;LIQUIGÁS
NE;MA;SAO LUIS;C. G. DE SOUSA EIRELI; 69.425.734/0001-19;RUA OESTE INTERNA;S/N;;CIDADE OPERARIA;65058-207;GLP;07/12/2023;95;;R$ / 13 kg;LIQUIGÁS
NE;MA;SAO JOSE DE RIBAMAR;NICOLAU DERIVADOS DE PETROLEO LTDA; 35.196.823/0002-08;ESTRADA DE SAO JOSE DE RIBAMAR;S/N;"QUADRA: 01; LOTE: 2,3,4;";LOTEAMENTO JARDIM DAS PRINCESAS;65110-000;GLP;06/12/2023;95;;R$ / 13 kg;LIQUIGÁS
NE;MA;SAO JOSE DE RIBAMAR;POSTO ATLANTICO SUL LTDA; 04.034.035/0001-00;RODOVIA MA  203;20;K M;ARACAGY;65110-000;GLP;05/12/2023;94,99;;R$ / 13 kg;LIQUIGÁS
SE;MG;BOM DESPACHO;COOPERATIVA AGROPECUARIA DE BOM DESPACHO LTDA; 18.810.176/0015-70;AVENIDA DAS PALMEIRAS;12;C;CENTRO;35600-000;GLP;06/12/2023;99,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;PA;SANTAREM;E C AGUIAR; 83.582.221/0001-42;AVENIDA MUIRAQUITÃ;483;;DIAMANTINO;68015-420;GLP;05/12/2023;95;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;PA;SANTAREM;DERIVADOS DE PETROLEO MACHADO LTDA; 10.252.971/0001-82;AVENIDA TAPAJOS;2061;;ALDEIA;68040-000;GLP;05/12/2023;98;;R$ / 13 kg;FOGAS
NE;PE;LAJEDO;JOSE FERREIRA ROSA & CIA LTDA; 11.265.188/0001-16;AVENIDA PRESIDENTE JUSCELINO;1158;;CENTRO;55385-000;GLP;05/12/2023;80;;R$ / 13 kg;BRANCA
NE;PI;PARNAIBA;COMERCIAL DE PETROLEO ESTACAO LTDA; 03.663.819/0001-27;RUA PADRE RAIMUNDO VIEIRA;60;;FATIMA;64202-340;GLP;07/12/2023;99;;R$ / 13 kg;BAHIANA
S;PR;CAMPO LARGO;AUTO POSTO UBIRATA LEAL LTDA; 03.866.186/0001-54;AVENIDA DOS EXPEDICIONARIOS;3410;;BOM JESUS;83604-360;GLP;04/12/2023;89;;R$ / 13 kg;BRANCA
S;PR;COLOMBO;AUTO POSTO VIA DA UVA LTDA; 02.560.504/0001-91;ESTRADA CURITIBA/ COLOMBO;881;;ROCA GRANDE;83413-000;GLP;07/12/2023;91,9;;R$ / 13 kg;BRANCA
S;PR;CURITIBA;POSTO CANAL TERRA LTDA; 07.181.236/0001-10;AVENIDA VEREADOR TOALDO TULIO;4661;;SAO BRAZ;82300-980;GLP;07/12/2023;99,95;;R$ / 13 kg;LIQUIGÁS
S;PR;CURITIBA;POSTO RODOVIA DOS MINERIOS LTDA; 79.434.999/0001-37;RUA JOSE BAJERSKI;44;;ABRANCHES;82220-320;GLP;04/12/2023;80;;R$ / 13 kg;BRANCA
S;PR;CURITIBA;POSTO DAS NACOES LTDA; 82.619.560/0001-93;AVENIDA VICTOR FERREIRA DO AMARAL;142;;TARUMA;82530-230;GLP;05/12/2023;89,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CURITIBA;MAGGIORE COMERCIO A VAREJO DE COMBUSTIVEIS LTDA; 01.452.007/0004-50;RUA PROF JOAO S BARCELOS;1796;;BOQUEIRAO;81670-000;GLP;06/12/2023;99,99;;R$ / 13 kg;LIQUIGÁS
S;PR;CURITIBA;POSTO CANAL BELEM LTDA; 00.165.412/0001-81;RUA JOSE HAUER;536;;UBERABA;81580-330;GLP;05/12/2023;80,9;;R$ / 13 kg;BRANCA
N;RO;JI-PARANA;COM DE COMBUST E DERIVADO DE PETROLEO FORTALEZA LTDA; 15.896.509/0001-31;AVENIDA MARECHAL RONDON C/22 DE NOVEMBRO;1582;;DOIS DE ABRIL;76900-121;GLP;04/12/2023;120;;R$ / 13 kg;BRANCA
N;RO;VILHENA;AUTO POSTO OURO VERDE LTDA.; 07.193.395/0001-35;AVENIDA PARANÁ;430;;PARQUE SÃO PAULO;78995-000;GLP;07/12/2023;135;;R$ / 13 kg;FOGAS
S;RS;IJUI;EDSON MAURO OSTER; 02.080.553/0001-27;RODOVIA RS 155, KM 10;SN;;CHORAO;98700-000;GLP;04/12/2023;120;;R$ / 13 kg;LIQUIGÁS
S;RS;IJUI;R C BARBI; 90.903.667/0001-97;AVENIDA 21 DE ABRIL;492;;CENTRO;98700-000;GLP;04/12/2023;114;;R$ / 13 kg;BRANCA
S;SC;CACADOR;AUTO POSTO ARAUCARIA LTDA; 02.391.306/0001-41;AVENIDA ENGENHEIRO LOURENCO FAORO;950;;MARTELLO;89510-770;GLP;04/12/2023;119,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;SC;ITAJAI;POSTOMIO AUTOCAR LTDA; 04.825.319/0001-07;RUA EMILIA DOS SANTOS;47;ESQ RUA INDAIAL;SAO JOAO;88304-350;GLP;04/12/2023;121;;R$ / 13 kg;LIQUIGÁS
S;SC;ITAJAI;CENTRO COMERCIAL UNIVERSITARIO LTDA; 03.456.966/0001-26;RUA MODESTO FERNANDES VIEIRA;155;;DOM BOSCO;88303-396;GLP;04/12/2023;129;;R$ / 13 kg;LIQUIGÁS
S;SC;ITAJAI;POSTO MILLENIUM LTDA; 02.354.988/0001-12;RUA INDAIAL;875;;SÃO JUDAS;88302-301;GLP;04/12/2023;121;;R$ / 13 kg;LIQUIGÁS
S;SC;ITAJAI;POSTO 1350 LTDA; 02.315.421/0001-37;RUA HEITOR LIBERATO;2430;;SAO JOAO;88304-101;GLP;04/12/2023;121;;R$ / 13 kg;LIQUIGÁS
SE;SP;BIRIGUI;AUTO POSTO SCUCUGLIA E OLIVEIRA LTDA; 00.226.807/0001-47;RUA CONSOLACAO;140;;PARQUE R PINHEIROS;16203-031;GLP;07/12/2023;95;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;BRAGANCA PAULISTA;EUROPA EMPREENDIMENTOS LTDA.; 67.964.429/0002-50;RUA CEL. LEME;499;;CENTRO;12900-340;GLP;04/12/2023;99,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;BRAGANCA PAULISTA;AUTO POSTO 42 LTDA; 04.060.789/0001-27;RODOVIA ALKINDAR MONTEIRO JUNQUEIRA;800;;BIRICA DO CAMPO NOVO;12900-005;GLP;04/12/2023;100;;R$ / 13 kg;LIQUIGÁS
SE;SP;FRANCA;AUTO POSTO SOUZA CUNHA LTDA; 04.930.554/0001-49;AVENIDA MAJOR NICACIO;2780;;VILA SANTA CRUZ;14403-460;GLP;04/12/2023;108;;R$ / 13 kg;ULTRAGAZ
SE;SP;ITAPIRA;AUTO POSTO SKINA ITALIANOS LTDA.; 07.426.223/0001-64;AVENIDA DOS ITALIANOS;1840;;PRADOS;13970-080;GLP;06/12/2023;105;;R$ / 13 kg;BRANCA
SE;SP;JACAREI;AUTO POSTO BARAO DE JACAREI LTDA; 96.265.921/0001-55;RUA BARAO DE JACAREI;1396;;CENTRO;12308-000;GLP;04/12/2023;107,9;;R$ / 13 kg;LIQUIGÁS
SE;SP;JACAREI;POSTO DE SERVICOS SHOPPING DE JACAREI LTDA; 62.122.908/0001-25;AVENIDA SIQUEIRA CAMPOS;1199;;VILA PINHEIRO;12307-000;GLP;04/12/2023;107,9;;R$ / 13 kg;BRANCA
SE;SP;JACAREI;AUTO POSTO R N M LTDA; 59.790.436/0001-74;RODOVIA NILO MAXIMO;3550;KM 4;SANTO ANTONIO DA BOA VISTA;12315-010;GLP;04/12/2023;89;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;PORTO FERREIRA;GHANDI SECAF & CIA LTDA; 45.363.173/0001-02;AVENIDA JOAO MARTINS DA SILVEIRA SOBRINHO;2101;;JARDIM SANTA MARIA;13660-350;GLP;07/12/2023;120;;R$ / 13 kg;BRANCA
SE;SP;PRAIA GRANDE;AUTO POSTO DELTA MAR LTDA; 02.273.616/0001-61;AVENIDA PRESIDENTE KENNEDY;7678;ANEXO AUTO POSTO;OCIAN;11704-100;GLP;04/12/2023;108;;R$ / 13 kg;ULTRAGAZ
SE;SP;PRESIDENTE PRUDENTE;POSTO BRASIL DE PRESIDENTE PRUDENTE LTDA; 69.155.109/0001-02;RUA JOSE TARIFA CONDE;1124;B;JARDIM AVIACAO;19020-540;GLP;04/12/2023;89,99;;R$ / 13 kg;BRANCA
SE;SP;PRESIDENTE PRUDENTE;POSTO LIDER DE PRESIDENTE PRUDENTE LTDA; 02.908.271/0001-75;AVENIDA TANCREDO NEVES;969;;JARDIM SAO PEDRO;19040-520;GLP;06/12/2023;89,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;PRESIDENTE PRUDENTE;AUTO POSTO GALEGÃO LTDA; 00.933.474/0001-96;RODOVIA COMENDADOR ALBERTO BONFIGLIOLI;3015;;JARDIM SANTA FE;19063-390;GLP;07/12/2023;99,99;;R$ / 13 kg;BRANCA
SE;SP;PRESIDENTE PRUDENTE;MANAUARA AUTO POSTO LTDA; 00.618.358/0001-82;AVENIDA PAULO MARCONDES;808;;JD SANTA CLARA;19025-000;GLP;05/12/2023;99,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO CARLOS;FORGERINI & INOUYE LTDA; 67.379.743/0001-95;RUA LOURENÇO INOCENTINI;700;;VILA NERY;13567-620;GLP;05/12/2023;110;;R$ / 13 kg;LIQUIGÁS
SE;SP;VOTORANTIM;AUTO POSTO MANGUEIRA VOTORANTIM E SERVICOS LTDA; 04.130.208/0001-86;AVENIDA REVERENDO JOSE MANOEL DA CONCEICAO;300;;B. DOS PROTESTANTES;18111-000;GLP;06/12/2023;104;;R$ / 13 kg;BRANCA
NE;BA;JUAZEIRO;BAHIANA DISTRIBUIDORA DE GÁS LTDA; 46.395.687/0018-50;QUADRA II;S/N;LOTE 40 E 41;INDUSTRIAL SÃO FRANCISCO;48905-350;GLP;05/12/2023;110;;R$ / 13 kg;BAHIANA
NE;AL;MACEIO;BAHIANA DISTRIBUIDORA DE GÁS LTDA; 46.395.687/0038-02;AVENIDA DURVAL DE GOES MONTEIRO;3091;;TABULEIRO DO MARTINS;57061-000;GLP;04/12/2023;100;;R$ / 13 kg;BAHIANA
SE;MG;BETIM;SUPERGASBRAS ENERGIA LTDA; 19.791.896/0001-00;RODOVIA   BR-381;0;;JARDIM PIEMONT;32530-000;GLP;06/12/2023;107;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;AL;MACEIO;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA; 06.980.064/0010-73;AV. DURVAL DE GOES MONTEIRO;1801;;TABULEI.DOS MARTINS;57061-000;GLP;04/12/2023;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;BETIM;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA; 06.980.064/0088-33;RODOVIA BR 381 FERNÃO DIAS;S/N;KM 428,5 - RODOVIA FERNÃO DIAS;DISTRITO INDUSTRIAL JARDIM PIEMONT NORTE;32689-898;GLP;06/12/2023;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;AL;ARAPIRACA;GALINDOGAS REVENDEDORA DE GAS LTDA; 02.732.359/0001-89;AVENIDA MUNIZ FALCÃO;369;;SÃO LUIZ;57301-381;GLP;04/12/2023;105;;R$ / 13 kg;BAHIANA
NE;CE;CRATO;COMERCIO DE PETROLEO COLORADO LTDA; 00.198.451/0002-66;TRAVESSA IGUATU;180;;SÃO MIGUEL;63122-250;GLP;06/12/2023;93;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;CE;CRATEUS;IRMAOS LEITAO COMERCIO DE DERIVADOS DE PETROLEO LTDA; 01.699.009/0002-86;AVENIDA SARGENTO HERMINIO;1169;;IPASE;63700-400;GLP;06/12/2023;100;;R$ / 13 kg;LIQUIGÁS
SE;SP;JOSE BONIFACIO;ELIAS BERNARDO DINIZ; 00.026.535/0001-31;RUA ADEMAR DE BARROS;1032;;JARDIM PRIMAVERA;15200-000;GLP;06/12/2023;95;;R$ / 13 kg;ULTRAGAZ
SE;SP;INDAIATUBA;B.B.C.COMERCIO DE GAS LTDA; 00.028.807/0001-32;AVENIDA CONCEICAO;2276;;CIDADE NOVA;13334-345;GLP;07/12/2023;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;NOVA FRIBURGO;MASTER FRIBURGO COMERCIAL LTDA; 00.095.939/0001-87;AVENIDA ANTONIO MARIO DE AZEVEDO;2068;;CORREGO DANTAS;28630-310;GLP;04/12/2023;85;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;MAUA;COMERCIO DE GAS MEIRELLES LTDA.; 00.106.338/0001-22;RUA ALCIDES NOBREGA;74;;VILA ASSIS BRASIL;09360-560;GLP;06/12/2023;110;;R$ / 13 kg;LIQUIGÁS
SE;SP;MOCOCA;RESENDE & SILVA COMÉRCIO DE BEBIDAS LTDA EPP; 00.124.553/0001-56;AV JOAO BATISTA LIMA FIGUEIREDO;2810;;CENTRO;13730-005;GLP;05/12/2023;110;;R$ / 13 kg;LIQUIGÁS
SE;RJ;RIO DE JANEIRO;GUERENGUE COMERCIO DE GAS LTDA.; 00.125.223/0001-85;ESTRADA DO GUERENGUE;1710;;JACAREPAGUA;22713-001;GLP;04/12/2023;89;;R$ / 13 kg;ULTRAGAZ
SE;SP;JAU;ANGELINA SORANI MARIO JAU; 00.158.140/0001-92;AVENIDA DO CAFE;814;;VILA ALVES DE ALMEIDA;17207-561;GLP;07/12/2023;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO CAETANO DO SUL;S. CAETANO COMERCIO E TRANSPORTES LTDA; 00.167.086/0001-41;AVENIDA PRESIDENTE KENNEDY;3113;;BOA VISTA;09561-200;GLP;06/12/2023;99,99;;R$ / 13 kg;ULTRAGAZ
CO;GO;ITUMBIARA;JOSE REIR FARIA; 00.168.602/0001-52;AVENIDA GOIATUBA;1507;;SOCIAL;75510-165;GLP;07/12/2023;115;;R$ / 13 kg;ULTRAGAZ
SE;RJ;NITEROI;KELLEN GAS LTDA ME; 00.179.608/0001-25;ESTRADA CAETANO MONTEIRO;1914;LOTES 11 E 12  QUADRA  6;BADU;24320-570;GLP;07/12/2023;80;;R$ / 13 kg;COPA ENERGIA
S;RS;SAO LEOPOLDO;APA DISTRIBUIDORA DE GAS LTDA; 00.195.659/0001-40;AVENIDA HENRIQUE BIER;1276;ESQ. CAMPO BOM;CAMPINA;93135-000;GLP;04/12/2023;99,9;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;SC;MAFRA;GASHAMMER COM.TRANSP.GAS MAFRA LTDA; 00.208.309/0001-71;RUA PROFESSOR GUSTAVO FRIEDRICH;2,338;;VILA NOVA MAFRA;89300-000;GLP;04/12/2023;120;;R$ / 13 kg;LIQUIGÁS
S;RS;GRAVATAI;COMERCIAL DE GAS DIMER LTDA; 00.244.092/0001-55;AVENIDA BRASIL;1645;;SÃO GERALDO;94150-000;GLP;05/12/2023;104;;R$ / 13 kg;LIQUIGÁS
SE;SP;SANTO ANDRE;PALMARES COM.GAS ACESSORIOS LTDA.ME; 00.256.697/0001-66;AVENIDA GAGO COUTINHO;678;;VL PALMARES;09152-030;GLP;04/12/2023;99,99;;R$ / 13 kg;LIQUIGÁS
NE;CE;FORTALEZA;M J COMERCIO VAREJISTA DE GLP LTDA; 00.275.946/0001-60;RUA NESTOR BARBOSA;774;;PARQUELANDIA;60455-610;GLP;06/12/2023;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;LONDRINA;EMBALADAO LTDA; 00.285.303/0001-06;RUA ESCOCIA;670;;JARDIM IGAPO;86046-230;GLP;05/12/2023;90;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;CE;FORTALEZA;BELA VISTA COMERCIAL DE GÁS LTDA; 00.288.451/0001-76;RUA CHILE;771;;BELA VISTA;60442-470;GLP;06/12/2023;94,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;MA;BACABAL;A. C. DE PAIVA FERNANDES FILHO; 00.295.457/0001-70;RUA JORGE JOSE  DE MENDONCA;1;71-A;CENTRO;65700-000;GLP;06/12/2023;108;;R$ / 13 kg;BRANCA
S;PR;UNIAO DA VITORIA;ZEN COMERCIO DE GAS LTDA; 00.303.322/0001-00;RUA MARECHAL DEODORO DA FONSECA;2234;;NOSSA SENHORA DO ROCIO;84600-736;GLP;04/12/2023;89,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;PRAIA GRANDE;ITABRAZ II COMERCIAL E SERVIÇO LTDA; 00.308.448/0001-77;AVENIDA PRESIDENTE KENNEDY;753;;BOQUEIRAO;11702-200;GLP;04/12/2023;109,5;;R$ / 13 kg;ULTRAGAZ
SE;MG;IPATINGA;BAHIA COMERCIAL EIRELI; 00.333.175/0001-10;RUA PASSO FUNDO;760;;CARAVELAS;35164-279;GLP;04/12/2023;113;;R$ / 13 kg;ULTRAGAZ
S;RS;SANTO ANGELO;COMERCIO DE GAS GRUN LTDA.; 00.345.391/0001-86;RUA MARQUES DE TAMANDARE;1045;;DIDO;98802-540;GLP;05/12/2023;120;;R$ / 13 kg;LIQUIGÁS
S;RS;SANTA CRUZ DO SUL;DISTRIBUIDORA DE GAS SANTOS LTDA; 00.347.568/0001-83;RUA SENADORSALGADO FILHO;892;;VARZEA;96815-084;GLP;06/12/2023;95;;R$ / 13 kg;LIQUIGÁS
SE;MG;CONTAGEM;JOSE BRAZ DIAS; 00.405.568/0001-92;RUA PASSOS;468;;SANTA HELENA;32015-030;GLP;08/12/2023;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;AC;RIO BRANCO;J L A VALENCA LTDA; 00.405.588/0001-63;AVENIDA SUL;196;;CONJUNTO TUCUMA;69919-676;GLP;06/12/2023;123;;R$ / 13 kg;FOGAS
SE;MG;UBERABA;FLAMAGAS LTDA; 00.414.683/0001-23;RUA ESTRELA DO SUL;514;;NOSSA SENHORA DA ABADIA;38026-380;GLP;05/12/2023;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;RIO DE JANEIRO;F P DISTRIBUIDORA DE GAS LTDA ME; 00.443.260/0001-31;RUA CUPERTINO;17;;QUINTINO;21380-150;GLP;04/12/2023;99,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;CACHOEIRINHA;AMIGAO COMERCIO VAREJISTA DE GAS GLP E AGUA EIRELI; 00.445.292/0001-76;RUA SAO PEDRO,;442;SALA 01;VISTA ALEGRE;94945-530;GLP;05/12/2023;102;;R$ / 13 kg;LIQUIGÁS
S;SC;VIDEIRA;GUZZI GAS DISTRIBUIDORA EIRELI; 00.511.961/0001-60;RUA SETEMBRINO COMUNELLO;112;;LOT.CINQUENTENÁRIO;89560-000;GLP;06/12/2023;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;GO;ANAPOLIS;ALVES DA SILVA E VIEIRA LTDA.; 00.514.407/0001-37;AVENIDA DAS ROSAS;70;;JARDIM ALEXANDRINA;75060-430;GLP;06/12/2023;100;;R$ / 13 kg;BRANCA
SE;SP;VOTORANTIM;CLEUSA SALIM ELIAS DE OLIVEIRA - ME; 00.561.155/0001-05;AVENIDA CARMEM GALAN BURGOS;333;;JD. ANTONIO RODRIGUES;18110-008;GLP;06/12/2023;105;;R$ / 13 kg;BRANCA
S;PR;CURITIBA;VALMIR MARTINES GIMENES - ME; 00.562.030/0001-91;RUA NICARÁGUA,;1018;;BACACHERI;82510-170;GLP;05/12/2023;97,9;;R$ / 13 kg;ULTRAGAZ
N;AM;PARINTINS;BARANDA & CIA LTDA  - BARANGAS; 00.656.621/0002-09;RUA LUIZ GONZAGA, 563 B;S/N;;SANTA CLARA;00000-000;GLP;07/12/2023;125;;R$ / 13 kg;AMAZONGÁS
SE;SP;SAO JOAO DA BOA VISTA;LAWAL LAVAGEM REPRESENTAÇÕES E COMÉRCIO LTDA; 00.667.356/0001-83;RUA NOELET JUSTOLIN;425;;JD. DONA TEREZA II;13871-149;GLP;06/12/2023;100;;R$ / 13 kg;BRANCA
SE;SP;LEME;ANTONIO DOS SANTOS MENEZES NETO; 00.677.166/0001-47;RUA JOAQUIM DE GOES;869;;CENTRO;13610-108;GLP;07/12/2023;90;;R$ / 13 kg;BRANCA
SE;MG;ALFENAS;JOAO BOSCO SANTOS ME; 00.683.101/0001-04;AV LESTE;69;;RECREIO VALE DO SOL;37130-000;GLP;07/12/2023;95;;R$ / 13 kg;BRANCA
NE;PB;JOAO PESSOA;COMERCIO DE GAS MANDACARU LTDA; 00.698.039/0001-24;RUA JOAO DE BRITO L MOURA;65;;MANDACARU;58027-070;GLP;04/12/2023;109,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;CASTRO;MARIA APARECIDA DA SILVA GAS ME; 00.717.572/0001-96;RUA DR. JAVERT MADUREIRA;563;;VILA RIO BRANCO;84165-970;GLP;06/12/2023;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;MA;CODO;IRMAOS OLIVEIRA & CIA LTDA; 00.736.632/0001-18;AV JOAO RIBEIRO;1005;;SAO SEBASTIAO;65400-000;GLP;04/12/2023;110;;R$ / 13 kg;LIQUIGÁS
S;RS;GUAIBA;CHAMAGAS LTDA; 00.742.772/0001-07;RUA SAO GERALDO;830;;ERMO;92500-000;GLP;04/12/2023;95;;R$ / 13 kg;ULTRAGAZ
SE;MG;BELO HORIZONTE;MARLENE LOUBACK DE OLIVEIRA - ME; 00.794.237/0001-91;RUA JOSÉ FELIX MARTINS Nº 708 A;S/N;;MANTIQUEIRA;31660-100;GLP;04/12/2023;100;;R$ / 13 kg;BRANCA
CO;GO;PORANGATU;COMERCIAL LAGOA GRANDE DE GAS LTDA; 00.798.643/0001-22;AVENIDA TIRADENTES;68;;CENTRO;76550-000;GLP;05/12/2023;110;;R$ / 13 kg;LIQUIGÁS
N;AM;MANAUS;EDILAMAR MARTINS FREIRE - ME; 00.811.011/0001-51;AVENIDA GRAVATAI;13;QD 40 CJ OSV FROTA I;CIDADE NOVA;69095-501;GLP;05/12/2023;133;;R$ / 13 kg;FOGAS
CO;GO;FORMOSA;JAGUARGAS COMERCIO E LIQUEFEITO DE GAS LTDA; 00.822.213/0001-07;RUA SAO PEDRO;290;;FORMOSINHA;73813-190;GLP;06/12/2023;118;;R$ / 13 kg;COPA ENERGIA
S;SC;CACADOR;COZIGAS COMÉRCIO E TRANSPORTES DE GASES LTDA.; 00.823.717/0002-14;RUA COMENDADOR SILVINO CARAMORI;135;TERREO;BERGER;89500-000;GLP;04/12/2023;113;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;BAURU;VALTER ANTONIO DA SILVA BAURU - ME; 00.852.174/0001-82;AV. CONEGO ANIBAL DIFRANCIA;45544;;PQ. ALTO SUMARÉ;17020-690;GLP;06/12/2023;98;;R$ / 13 kg;LIQUIGÁS
CO;MS;COXIM;DISK GAS COXIM EIRELI; 00.864.795/0001-86;RUA PRESIDENTE CASTELO BRANCO;134;;FLAVIO GARCIA;79400-000;GLP;07/12/2023;125;;R$ / 13 kg;COPA ENERGIA
NE;PB;BAYEUX;TAMBAY GAS REVENDEDORA GLP LTDA; 00.963.064/0001-98;RUA SANTA LUZIA;265;;BRASILIA;58110-444;GLP;04/12/2023;85;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;MT;CUIABA;DRAGAO COMERCIO DE GAS E AGUA LTDA; 00.971.579/0001-30;AVENIDA BRASIL (NUC HAB CPA II);12;QUADRA47;MORADA DA SERRA;78055-508;GLP;06/12/2023;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;ITATIBA;EW ESCOBAR EIRELI; 00.988.668/0001-99;AV NICOLAU VINICIUS PARODI;255;;N R DR LUISDE MATTOS PIMENTA;13255-530;GLP;04/12/2023;100;;R$ / 13 kg;CONSIGAZ
N;AM;MANAUS;EDMILSON SOARES DA SILVA - ME; 01.024.857/0001-04;AVENIDA ARICA;86;;MAUAZINHO;69075-410;GLP;04/12/2023;120;;R$ / 13 kg;AMAZONGÁS
S;SC;TUBARAO;ROBERTO DA SILVA CANCILIER; 01.053.293/0001-38;RODOVIA NORBERTO BRUNATO;1546;;SAO JOAO (MARGEM DIREITA);88702-803;GLP;05/12/2023;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;RO;PIMENTA BUENO;DISTRIBUIDORA DE GÁS RIBEIRO LTDA; 01.055.743/0001-21;AVENIDA CARLOS DORNEJE;144;;APIDIA;76970-000;GLP;06/12/2023;138;;R$ / 13 kg;AMAZONGÁS
N;RO;VILHENA;DISTRIBUIDORA DE GÁS RIBEIRO LTDA; 01.055.743/0002-02;AV. SABINO BEZERRA DE QUEIROZ;6006;;NOVA VILHENA;76980-000;GLP;07/12/2023;128;;R$ / 13 kg;AMAZONGÁS
N;RO;CACOAL;DISTRIBUIDORA DE GAS SANTA ELVIRA LTDA; 01.081.154/0001-18;AVENIDA JUSCELINO KUBITSCHEK;968;;NOVO HORIZONTE;76962-006;GLP;05/12/2023;128;;R$ / 13 kg;AMAZONGÁS
S;PR;ARAPONGAS;RONAL- GÁS- COMÉRCIO DE GÁS LTDA ME; 01.104.040/0001-46;RUA   TIE-CASTANHO;481;;JARDIM SAN RAFAEL II;86703-520;GLP;06/12/2023;95;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SAO PAULO;DAVID MANUEL  BRAZ; 01.151.195/0001-33;RUA BARAO DE MONTE SANTO;103;A;MOOCA;03123-020;GLP;04/12/2023;119,99;;R$ / 13 kg;ULTRAGAZ
NE;CE;FORTALEZA;MONTESE GAS LTDA; 01.164.588/0001-81;AVENIDA JOAO PESSOA;5727;;MONTESE;60425-685;GLP;06/12/2023;89,99;;R$ / 13 kg;LIQUIGÁS
SE;MG;TRES CORACOES;ROBERTO ROSA; 01.231.163/0001-48;RUA DOMINGOS MILITÃO DE CARVALHO;269;;SANTO AFONSO;37410-000;GLP;07/12/2023;90;;R$ / 13 kg;BRANCA
